AAA,SOLD PRICE,SQFT,BEDS,BATH,PARK,Bay Street,Dufferin Grove,Kensington / China town,Little Portugal,Niagara,Palmerston / Little Italy,Trinity Bellwoods,University,Waterfront
adfgh,720000,500-599,1,1,1,,,,,,,,,1
adfgh,675101,500-599,1,1,1,,,,,,,,,1
adfgh,465000,0-499,0,1,0,,,,,,,,,1
adfgh,515000,500-599,1,1,0,,,,,,,,,1
adfgh,930000,600-699,2,2,1,,,,,,,,,1
adfgh,609000,500-599,1,1,1,,,,,,,,,1
adfgh,440000,0-499,0,1,0,,,,,,,,,1
adfgh,35000,0-499,0,0,1,,,,,,,,,1
adfgh,805000,800-899,2,2,1,,,,,,,,,1
adfgh,546000,500-599,1,1,0,,,,,,,,,1
adfgh,600000,700-799,1,1,1,,,,,,,,,1
adfgh,665000,700-799,1,2,1,,,,,,,,,1
adfgh,670500,600-699,1,1,1,,,,,,,,,1
adfgh,699900,800-899,2,1,0,,,,,,,,,1
adfgh,1230000,1200-1399,2,2,2,,,,,,,,,1
adfgh,635000,500-599,1,1,0,,,,,,,,,1
adfgh,660000,500-599,1,1,0,,,,,,,,,1
adfgh,592500,800-899,1,1,1,,,,,,,,,1
adfgh,583000,700-899,1,1,1,,,,,,,,,1
adfgh,615000,500-599,1,1,0,,,,,,,,,1
adfgh,640000,600-699,1,1,1,,,,,,,,,1
adfgh,660000,600-699,1,1,1,,,,,,,,,1
adfgh,546500,500-599,1,1,1,,,,,,,,,1
adfgh,530000,600-699,1,1,0,,,,,,,,,1
adfgh,610000,600-699,1,1,1,,,,,,,,,1
adfgh,600000,600-699,1,1,1,,,,,,,,,1
adfgh,599000,600-699,1,1,0,,,,,,,,,1
adfgh,525000,500-599,1,1,0,,,,,,,,,1
adfgh,980000,1000-1199,2,2,1,,,,,,,,,1
adfgh,975888,800-899,2,2,1,,,,,,,,,1
adfgh,950000,700-799,2,2,1,,,,,,,,,1
adfgh,628000,600-699,1,1,0,,,,,,,,,1
adfgh,645000,600-699,1,1,1,,,,,,,,,1
adfgh,613500,1000-1199,1,1,1,,,,,,,,,1
adfgh,580000,500-599,1,1,1,,,,,,,,,1
adfgh,790000,800-899,2,2,1,,,,,,,,,1
adfgh,830000,800-899,2,2,1,,,,,,,,,1
adfgh,760000,600-699,1,1,1,,,,,,,,,1
adfgh,580000,600-699,1,1,1,,,,,,,,,1
adfgh,560000,500-599,1,1,0,,,,,,,,,1
adfgh,650000,600-699,1,1,1,,,,,,,,,1
adfgh,527000,0-499,1,1,0,,,,,,,,,1
adfgh,1080000,800-899,3,2,1,,,,,,,,,1
adfgh,1080000,800-899,3,2,1,,,,,,,,,1
adfgh,765000,1000-1199,1,1,1,,,,,,,,,1
adfgh,615000,500-599,1,1,0,,,,,,,,,1
adfgh,560000,500-599,1,1,0,,,,,,,,,1
adfgh,689000,700-799,1,1,1,,,,,,,,,1
adfgh,740000,600-699,2,1,0,,,,,,,,,1
adfgh,1124000,1200-1399,2,3,1,,,,,,,,,1
adfgh,1055000,900-999,2,2,1,,,,,,,,,1
adfgh,730000,700-799,2,2,1,,,,,,,,,1
adfgh,670000,600-699,1,1,0,,,,,,,,,1
adfgh,615000,500-599,1,1,0,,,,,,,,,1
adfgh,632000,600-699,1,1,0,,,,,,,,,1
adfgh,593000,500-599,1,1,0,,,,,,,,,1
adfgh,532000,0-499,1,1,0,,,,,,,,,1
adfgh,730000,800-899,2,2,1,,,,,,,,,1
adfgh,630000,600-699,1,1,0,,,,,,,,,1
adfgh,951811,800-899,1,2,1,,,,,,,,,1
adfgh,879000,1200-1399,2,2,1,,,,,,,,,1
adfgh,676000,600-699,1,1,1,,,,,,,,,1
adfgh,800000,600-699,1,1,1,,,,,,,,,1
adfgh,565000,500-599,1,1,0,,,,,,,,,1
adfgh,990000,1000-1199,1,2,1,,,,,,,,,1
adfgh,539999,0-499,1,1,0,,,,,,,,,1
adfgh,670000,600-699,1,1,1,,,,,,,,,1
adfgh,460000,0-499,0,1,0,,,,,,,,,1
adfgh,700000,600-699,1,1,0,,,,,,,,,1
adfgh,595000,500-599,1,1,1,,,,,,,,,1
adfgh,870000,600-699,2,2,1,,,,,,,,,1
adfgh,530000,600-699,1,1,0,,,,,,,,,1
adfgh,548000,600-699,1,1,0,,,,,,,,,1
adfgh,645000,600-699,1,1,1,,,,,,,,,1
adfgh,536000,500-599,1,1,0,,,,,,,,,1
adfgh,650000,700-799,1,1,0,,,,,,,,,1
adfgh,612000,600-699,1,1,1,,,,,,,,,1
adfgh,670000,500-599,1,1,1,,,,,,,,,1
adfgh,640000,600-699,1,1,1,,,,,,,,,1
adfgh,1125000,900-999,2,2,1,,,,,,,,,1
adfgh,588000,700-799,1,1,1,,,,,,,,,1
adfgh,799000,700-799,2,2,1,,,,,,,,,1
adfgh,632000,600-699,2,2,1,,,,,,,,,1
adfgh,553000,500-599,1,1,0,,,,,,,,,1
adfgh,525000,500-599,1,1,0,,,,,,,,,1
adfgh,562000,600-699,1,1,0,,,,,,,,,1
adfgh,480000,0-499,1,1,0,,,,,,,,,1
adfgh,539000,500-599,1,1,0,,,,,,,,,1
adfgh,432000,0-499,0,1,0,,,,,,,,,1
adfgh,849800,700-799,2,2,1,,,,,,,,,1
adfgh,678000,500-599,1,1,1,,,,,,,,,1
adfgh,492000,0-499,0,1,0,,,,,,,,,1
adfgh,694000,600-699,1,1,0,,,,,,,,,1
adfgh,525000,500-599,1,1,0,,,,,,,,,1
adfgh,541888,500-599,1,1,0,,,,,,,,,1
adfgh,1250000,1000-1199,2,2,1,,,,,,,,,1
adfgh,570000,600-699,1,1,1,,,,,,,,,1
adfgh,540000,0-499,1,1,0,,,,,,,,,1
adfgh,449000,0-499,0,1,0,,,,,,,,,1
adfgh,515000,500-599,1,1,0,,,,,,,,,1
adfgh,635000,500-599,1,1,0,,,,,,,,,1
adfgh,880000,700-799,1,1,1,,,,,,,,,1
adfgh,755000,800-899,1,2,1,,,,,,,,,1
adfgh,436500,0-499,0,1,0,,,,,,,,,1
adfgh,711000,800-899,2,2,1,,,,,,,,,1
adfgh,620000,500-599,1,1,1,,,,,,,,,1
adfgh,797000,900-999,2,2,1,,,,,,,,,1
adfgh,579000,500-599,1,1,0,,,,,,,,,1
adfgh,408000,0-499,0,1,0,,,,,,,,,1
adfgh,653800,600-699,1,1,0,,,,,,,,,1
adfgh,652000,700-799,1,1,1,,,,,,,,,1
adfgh,1370000,1200-1399,3,3,1,,,,,,,,,1
adfgh,529900,500-599,1,1,0,,,,,,,,,1
adfgh,600000,700-799,1,1,1,,,,,,,,,1
adfgh,552000,0-499,1,1,0,,,,,,,,,1
adfgh,555800,0-499,1,1,0,,,,,,,,,1
adfgh,678000,700-799,1,1,1,,,,,,,,,1
adfgh,820950,900-999,2,2,1,,,,,,,,,1
adfgh,770000,700-799,1,2,1,,,,,,,,,1
adfgh,485000,0-499,0,1,0,,,,,,,,,1
adfgh,615000,500-599,1,1,0,,,,,,,,,1
adfgh,880000,1000-1199,2,2,1,,,,,,,,,1
adfgh,899000,900-999,1,2,1,,,,,,,,,1
adfgh,690000,600-699,1,2,2,,,,,,,,,1
adfgh,739900,600-699,1,1,0,,,,,,,,,1
adfgh,568000,600-699,1,1,0,,,,,,,,,1
adfgh,650000,600-699,1,1,1,,,,,,,,,1
adfgh,575000,800-899,1,1,1,,,,,,,,,1
adfgh,775000,800-899,2,2,1,,,,,,,,,1
adfgh,588900,700-799,1,1,1,,,,,,,,,1
adfgh,800150,700-799,2,2,1,,,,,,,,,1
adfgh,753000,700-799,1,2,1,,,,,,,,,1
adfgh,1205000,1000-1199,3,2,1,,,,,,,,,1
adfgh,475000,0-499,0,1,0,,,,,,,,,1
adfgh,609900,700-799,1,1,0,,,,,,,,,1
adfgh,510000,500-599,1,1,0,,,,,,,,,1
adfgh,625000,800-899,2,2,1,,,,,,,,,1
adfgh,590000,600-699,1,1,0,,,,,,,,,1
adfgh,560000,600-699,1,1,0,,,,,,,,,1
adfgh,525000,0-499,1,1,0,,,,,,,,,1
adfgh,1000000,1200-1399,2,2,1,,,,,,,,,1
adfgh,706000,700-799,1,1,0,,,,,,,,,1
adfgh,625000,500-599,1,1,1,,,,,,,,,1
adfgh,595000,600-699,1,1,1,,,,,,,,,1
adfgh,832000,900-999,2,2,1,,,,,,,,,1
adfgh,1015000,1200-1399,3,2,1,,,,,,,,,1
adfgh,542000,500-599,1,1,0,,,,,,,,,1
adfgh,525000,0-499,1,1,0,,,,,,,,,1
adfgh,750000,800-899,2,2,1,,,,,,,,,1
adfgh,600000,500-599,1,1,1,,,,,,,,,1
adfgh,750000,800-899,1,1,1,,,,,,,,,1
adfgh,830000,900-999,2,4,1,,,,,,,,,1
adfgh,635000,600-699,1,1,0,,,,,,,,,1
adfgh,1060000,1000-1199,3,2,1,,,,,,,,,1
adfgh,537000,500-599,1,1,1,,,,,,,,,1
adfgh,780000,800-899,1,2,1,,,,,,,,,1
adfgh,695000,700-799,1,1,0,,,,,,,,,1
adfgh,792500,800-899,2,2,1,,,,,,,,,1
adfgh,572000,500-599,1,1,1,,,,,,,,,1
adfgh,799000,800-899,2,2,1,,,,,,,,,1
adfgh,625000,700-799,1,1,1,,,,,,,,,1
adfgh,1018000,800-899,2,2,1,,,,,,,,,1
adfgh,660000,500-599,1,1,0,,,,,,,,,1
adfgh,638000,600-699,1,1,1,,,,,,,,,1
adfgh,525000,500-599,1,1,0,,,,,,,,,1
adfgh,975000,800-899,2,2,1,,,,,,,,,1
adfgh,480000,500-599,1,1,0,,,,,,,,,1
adfgh,667700,800-899,1,1,1,,,,,,,,,1
adfgh,673000,800-899,1,1,1,,,,,,,,,1
adfgh,805000,700-799,1,1,1,,,,,,,,,1
adfgh,725000,600-699,1,1,0,,,,,,,,,1
adfgh,540000,0-499,1,1,0,,,,,,,,,1
adfgh,710000,600-699,1,1,0,,,,,,,,,1
adfgh,615000,500-599,1,1,0,,,,,,,,,1
adfgh,586000,500-599,1,1,0,,,,,,,,,1
adfgh,760000,700-799,2,1,1,,,,,,,,,1
adfgh,547000,500-599,1,1,0,,,,,,,,,1
adfgh,470000,0-499,0,1,0,,,,,,,,,1
adfgh,620000,600-699,1,1,1,,,,,,,,,1
adfgh,630000,600-699,1,1,0,,,,,,,,,1
adfgh,476500,0-499,0,1,0,,,,,,,,,1
adfgh,610000,800-899,1,2,0,,,,,,,,,1
adfgh,990000,700-799,2,2,1,,,,,,,,,1
adfgh,885000,800-899,1,1,1,,,,,,,,,1
adfgh,645000,700-799,1,1,0,,,,,,,,,1
adfgh,640000,600-699,1,1,1,,,,,,,,,1
adfgh,538000,500-599,1,1,0,,,,,,,,,1
adfgh,627500,600-699,1,1,0,,,,,,,,,1
adfgh,580000,600-699,1,1,0,,,,,,,,,1
adfgh,585000,600-699,1,1,1,,,,,,,,,1
adfgh,950000,800-899,3,2,1,,,,,,,,,1
adfgh,935000,1000-1199,2,2,1,,,,,,,,,1
adfgh,680000,500-599,1,1,1,,,,,,,,,1
adfgh,983000,900-999,2,2,1,,,,,,,,,1
adfgh,617000,700-799,1,1,1,,,,,,,,,1
adfgh,720000,600-699,1,1,1,,,,,,,,,1
adfgh,620000,700-799,1,1,0,,,,,,,,,1
adfgh,580000,600-699,1,1,0,,,,,,,,,1
adfgh,560000,0-499,1,1,0,,,,,,,,,1
adfgh,900000,700-799,2,2,1,,,,,,,,,1
adfgh,968000,1000-1199,2,2,1,,,,,,,,,1
adfgh,618000,600-699,1,1,1,,,,,,,,,1
adfgh,632000,600-699,1,1,1,,,,,,,,,1
adfgh,580000,500-599,1,1,0,,,,,,,,,1
adfgh,590501,0-499,1,1,0,,,,,,,,,1
adfgh,730000,700-799,1,1,1,,,,,,,,,1
adfgh,799000,800-899,2,2,1,,,,,,,,,1
adfgh,602000,600-699,1,1,0,,,,,,,,,1
adfgh,1100000,1000-1199,2,2,1,,,,,,,,,1
adfgh,1150000,1000-1199,2,2,1,,,,,,,,,1
adfgh,1035000,1200-1399,2,2,1,,,,,,,,,1
adfgh,525000,0-499,0,1,0,,,,,,,,,1
adfgh,578000,600-699,1,1,1,,,,,,,,,1
adfgh,908000,1000-1199,2,2,1,,,,,,,,,1
adfgh,670000,500-599,1,1,1,,,,,,,,,1
adfgh,825000,800-899,2,2,1,,,,,,,,,1
adfgh,641000,500-599,1,1,0,,,,,,,,,1
adfgh,854000,800-899,2,2,1,,,,,,,,,1
adfgh,588000,500-599,1,1,0,,,,,,,,,1
adfgh,1450000,1200-1399,3,2,2,,,,,,,,,1
adfgh,735000,700-799,1,1,1,,,,,,,,,1
adfgh,772000,700-799,1,1,1,,,,,,,,,1
adfgh,650000,500-599,1,1,1,,,,,,,,,1
adfgh,575000,500-599,1,1,0,,,,,,,,,1
adfgh,1755000,1600-1799,3,2,2,,,,,,,,,1
adfgh,495500,0-499,0,1,0,,,,,,,,,1
adfgh,602500,600-699,1,1,0,,,,,,,,,1
adfgh,589900,600-699,1,1,1,,,,,,,,,1
adfgh,580000,500-599,1,1,0,,,,,,,,,1
adfgh,759900,900-999,2,2,0,,,,,,,,,1
adfgh,542000,500-599,1,1,0,,,,,,,,,1
adfgh,720100,600-699,1,1,1,,,,,,,,,1
adfgh,630000,600-699,1,1,0,,,,,,,,,1
adfgh,760000,700-799,2,2,0,,,,,,,,,1
adfgh,1430000,1200-1399,3,2,1,,,,,,,,,1
adfgh,580000,500-599,1,1,1,,,,,,,,,1
adfgh,815000,800-899,2,2,1,,,,,,,,,1
adfgh,497000,500-599,0,1,0,,,,,,,,,1
adfgh,595000,500-599,1,1,1,,,,,,,,,1
adfgh,719900,600-699,1,1,1,,,,,,,,,1
adfgh,569000,500-599,1,1,0,,,,,,,,,1
adfgh,800000,800-899,2,2,1,,,,,,,,,1
adfgh,665000,600-699,1,1,0,,,,,,,,,1
adfgh,695000,700-799,1,1,1,,,,,,,,,1
adfgh,678000,700-799,1,1,1,,,,,,,,,1
adfgh,557500,500-599,1,1,0,,,,,,,,,1
adfgh,810000,800-899,2,2,1,,,,,,,,,1
adfgh,611000,500-599,1,1,0,,,,,,,,,1
adfgh,556500,0-499,1,1,1,,,,,,,,,1
adfgh,535000,600-699,1,1,0,,,,,,,,,1
adfgh,595000,600-699,1,1,0,,,,,,,,,1
adfgh,715000,700-799,1,1,100,,,,,,,,,1
adfgh,875000,700-799,2,2,1,,,,,,,,,1
adfgh,600000,600-699,1,1,0,,,,,,,,,1
adfgh,563000,0-499,1,1,0,,,,,,,,,1
adfgh,549000,500-599,1,1,0,,,,,,,,,1
adfgh,1150000,1200-1399,2,2,1,,,,,,,,,1
adfgh,641000,500-599,1,1,0,,,,,,,,,1
adfgh,507500,0-499,1,1,0,,,,,,,,,1
adfgh,852000,800-899,2,2,1,,,,,,,,,1
adfgh,715000,700-799,1,2,1,,,,,,,,,1
adfgh,997000,1200-1399,2,2,1,,,,,,,,,1
adfgh,650000,600-699,1,1,1,,,,,,,,,1
adfgh,750000,700-799,1,1,1,,,,,,,,,1
adfgh,2845000,2000-2249,2,3,3,,,,,,,,,1
adfgh,900000,800-899,2,2,1,,,,,,,,,1
adfgh,986000,700-799,3,2,1,,,,,,,,,1
adfgh,610000,600-699,1,1,1,,,,,,,,,1
adfgh,526000,600-699,1,1,1,,,,,,,,,1
adfgh,522800,0-499,1,1,0,,,,,,,,,1
adfgh,565000,500-599,1,1,0,,,,,,,,,1
adfgh,650000,700-799,1,1,1,,,,,,,,,1
adfgh,650000,600-699,1,1,0,,,,,,,,,1
adfgh,1200000,800-899,2,2,1,,,,,,,,,1
adfgh,562900,500-599,1,1,0,,,,,,,,,1
adfgh,880000,700-799,2,2,1,,,,,,,,,1
adfgh,627000,600-699,1,1,1,,,,,,,,,1
adfgh,457500,0-499,0,1,0,,,,,,,,,1
adfgh,84500,,,0,1,,,,,,,,,1
adfgh,535000,600-699,1,1,0,,,,,,,,,1
adfgh,588000,700-799,2,1,1,,,,,,,,,1
adfgh,920000,800-899,2,2,1,,,,,,,,,1
adfgh,678000,600-699,1,1,1,,,,,,,,,1
adfgh,1579000,1600-1799,2,2,2,,,,,,,,,1
adfgh,590000,500-599,1,1,0,,,,,,,,,1
adfgh,618000,500-599,1,1,0,,,,,,,,,1
adfgh,570000,500-599,1,1,0,,,,,,,,,1
adfgh,649000,600-699,1,1,1,,,,,,,,,1
adfgh,758000,900-999,2,2,1,,,,,,,,,1
adfgh,967000,900-999,2,2,1,,,,,,,,,1
adfgh,1100000,800-899,2,2,1,,,,,,,,,1
adfgh,664000,600-699,1,1,1,,,,,,,,,1
adfgh,870000,800-899,2,2,1,,,,,,,,,1
adfgh,780000,1000-1199,2,2,1,,,,,,,,,1
adfgh,605500,600-699,1,1,1,,,,,,,,,1
adfgh,727000,700-799,2,2,0,,,,,,,,,1
adfgh,635000,600-699,1,1,1,,,,,,,,,1
adfgh,450000,0-499,0,1,0,,,,,,,,,1
adfgh,944000,1000-1199,2,2,1,,,,,,,,,1
adfgh,525000,0-499,1,1,0,,,,,,,,,1
adfgh,715000,900-999,1,1,1,,,,,,,,,1
adfgh,633000,700-799,1,1,1,,,,,,,,,1
adfgh,820000,700-799,2,2,1,,,,,,,,,1
adfgh,665000,700-799,1,1,1,,,,,,,,,1
adfgh,980000,700-799,3,2,1,,,,,,,,,1
adfgh,738000,800-899,2,2,1,,,,,,,,,1
adfgh,485000,0-499,1,1,0,,,,,,,,,1
adfgh,610000,500-599,1,1,0,,,,,,,,,1
adfgh,689999,600-699,1,1,1,,,,,,,,,1
adfgh,647000,500-599,1,1,0,,,,,,,,,1
adfgh,1335000,1400-1599,2,3,2,,,,,,,,,1
adfgh,872000,800-899,2,2,1,,,,,,,,,1
adfgh,840000,900-999,2,2,1,,,,,,,,,1
adfgh,623500,600-699,1,1,1,,,,,,,,,1
adfgh,980000,1000-1199,2,2,1,,,,,,,,,1
adfgh,485000,0-499,1,1,0,,,,,,,,,1
adfgh,595000,600-699,1,1,1,,,,,,,,,1
adfgh,788800,800-899,2,2,1,,,,,,,,,1
adfgh,600000,700-799,1,1,1,,,,,,,,,1
adfgh,770000,900-999,2,2,1,,,,,,,,,1
adfgh,623000,500-599,1,1,0,,,,,,,,,1
adfgh,1200000,1200-1399,2,2,1,,,,,,,,,1
adfgh,770000,700-799,1,2,0,,,,,,,,,1
adfgh,702000,600-699,1,1,1,,,,,,,,,1
adfgh,780000,700-799,1,1,1,,,,,,,,,1
adfgh,605000,700-799,1,1,1,,,,,,,,,1
adfgh,682000,900-999,2,2,0,,,,,,,,,1
adfgh,818000,800-899,2,2,1,,,,,,,,,1
adfgh,635000,500-599,1,1,0,,,,,,,,,1
adfgh,875000,700-799,2,2,1,,,,,,,,,1
adfgh,639000,700-799,1,1,1,,,,,,,,,1
adfgh,685000,700-799,2,1,1,,,,,,,,,1
adfgh,671000,600-699,1,1,1,,,,,,,,,1
adfgh,1170000,1200-1399,2,3,1,,,,,,,,,1
adfgh,689900,600-699,1,1,1,,,,,,,,,1
adfgh,475000,0-499,0,1,0,,,,,,,,,1
adfgh,669000,700-799,1,1,1,,,,,,,,,1
adfgh,1360000,1200-1399,1,2,1,,,,,,,,,1
adfgh,767000,600-699,2,1,1,,,,,,,,,1
adfgh,598000,500-599,1,1,0,,,,,,,,,1
adfgh,708000,800-899,2,2,1,,,,,,,,,1
adfgh,705000,600-699,1,1,1,,,,,,,,,1
adfgh,560000,600-699,1,1,0,,,,,,,,,1
adfgh,752000,1000-1199,1,1,1,,,,,,,,,1
adfgh,750000,800-899,1,2,1,,,,,,,,,1
adfgh,1099000,1000-1199,2,2,1,,,,,,,,,1
adfgh,588000,500-599,1,1,0,,,,,,,,,1
adfgh,617000,0-499,1,1,1,,,,,,,,,1
adfgh,1300000,1000-1199,2,2,1,,,,,,,,,1
adfgh,699999,600-699,1,1,0,,,,,,,,,1
adfgh,564000,600-699,1,1,0,,,,,,,,,1
adfgh,925000,1000-1199,2,2,1,,,,,,,,,1
adfgh,774000,700-799,1,2,0,,,,,,,,,1
adfgh,601798,500-599,1,1,0,,,,,,,,,1
adfgh,589000,600-699,1,1,1,,,,,,,,,1
adfgh,519000,0-499,1,1,0,,,,,,,,,1
adfgh,959000,800-899,2,2,0,,,,,,,,,1
adfgh,926500,800-899,2,2,1,,,,,,,,,1
adfgh,910000,1000-1199,3,2,1,,,,,,,,,1
adfgh,562500,0-499,1,1,0,,,,,,,,,1
adfgh,690000,600-699,1,1,1,,,,,,,,,1
adfgh,588000,500-599,1,1,0,,,,,,,,,1
adfgh,590000,500-599,1,1,1,,,,,,,,,1
adfgh,645000,500-599,1,1,1,,,,,,,,,1
adfgh,818000,800-899,2,2,1,,,,,,,,,1
adfgh,555000,500-599,1,1,0,,,,,,,,,1
adfgh,990000,1000-1199,3,2,1,,,,,,,,,1
adfgh,790000,800-899,2,2,1,,,,,,,,,1
adfgh,638000,500-599,1,1,0,,,,,,,,,1
adfgh,1150000,1000-1199,2,2,1,,,,,,,,,1
adfgh,650000,500-599,1,1,0,,,,,,,,,1
adfgh,640000,600-699,1,2,1,,,,,,,,,1
adfgh,753000,800-899,2,2,1,,,,,,,,,1
adfgh,840000,600-699,1,1,0,,,,,,,,,1
adfgh,475000,0-499,0,1,0,,,,,,,,,1
adfgh,715000,700-799,2,1,1,,,,,,,,,1
adfgh,686000,600-699,1,1,1,,,,,,,,,1
adfgh,599000,500-599,1,1,0,,,,,,,,,1
adfgh,582000,500-599,1,1,0,,,,,,,,,1
adfgh,640000,700-799,1,2,0,,,,,,,,,1
adfgh,481318,0-499,1,1,0,,,,,,,,,1
adfgh,668000,600-699,1,1,0,,,,,,,,,1
adfgh,1095000,800-899,2,2,1,,,,,,,,,1
adfgh,508852,0-499,0,1,0,,,,,,,,,1
adfgh,955000,1000-1199,2,2,1,,,,,,,,,1
adfgh,560990,500-599,1,1,1,,,,,,,,,1
adfgh,835000,600-699,2,2,1,,,,,,,,,1
adfgh,928000,800-899,2,2,2,,,,,,,,,1
adfgh,539000,500-599,1,1,0,,,,,,,,,1
adfgh,740000,700-799,2,1,1,,,,,,,,,1
adfgh,605000,600-699,1,1,1,,,,,,,,,1
adfgh,679000,600-699,1,1,1,,,,,,,,,1
adfgh,2950,900-999,1,1,1,,,,,,,,,1
adfgh,815000,600-699,1,1,0,,,,,,,,,1
adfgh,830000,700-799,2,2,0,,,,,,,,,1
adfgh,620000,700-799,1,1,1,,,,,,,,,1
adfgh,565000,600-699,1,1,0,,,,,,,,,1
adfgh,620000,600-699,1,2,0,,,,,,,,,1
adfgh,825000,800-899,2,2,1,,,,,,,,,1
adfgh,465000,0-499,0,1,0,,,,,,,,,1
adfgh,660666,700-799,1,2,1,,,,,,,,,1
adfgh,613000,600-699,1,1,1,,,,,,,,,1
adfgh,693000,700-799,1,1,1,,,,,,,,,1
adfgh,565000,600-699,1,1,1,,,,,,,,,1
adfgh,825000,800-899,1,2,1,,,,,,,,,1
adfgh,505000,500-599,1,1,0,,,,,,,,,1
adfgh,540000,600-699,1,1,0,,,,,,,,,1
adfgh,617200,600-699,1,1,0,,,,,,,,,1
adfgh,725000,600-699,1,1,1,,,,,,,,,1
adfgh,675000,500-599,1,1,0,,,,,,,,,1
adfgh,850000,900-999,3,2,1,,,,,,,,,1
adfgh,945000,1000-1199,2,2,1,,,,,,,,,1
adfgh,842000,600-699,1,1,1,,,,,,,,,1
adfgh,680000,600-699,1,1,1,,,,,,,,,1
adfgh,899000,800-899,2,2,1,,,,,,,,,1
adfgh,895000,800-899,2,2,1,,,,,,,,,1
adfgh,559500,600-699,1,1,0,,,,,,,,,1
adfgh,515000,0-499,1,1,0,,,,,,,,,1
adfgh,595000,500-599,1,1,0,,,,,,,,,1
adfgh,605000,500-599,1,1,0,,,,,,,,,1
adfgh,725000,700-799,1,1,1,,,,,,,,,1
adfgh,950000,900-999,3,2,1,,,,,,,,,1
adfgh,765000,800-899,2,2,1,,,,,,,,,1
adfgh,585000,500-599,1,1,0,,,,,,,,,1
adfgh,69100,,,0,1,,,,,,,,,1
adfgh,807100,600-699,1,2,1,,,,,,,,,1
adfgh,728000,500-599,1,1,0,,,,,,,,,1
adfgh,585000,600-699,1,1,0,,,,,,,,,1
adfgh,635000,500-599,1,1,0,,,,,,,,,1
adfgh,775000,800-899,1,2,1,,,,,,,,,1
adfgh,810000,700-799,2,2,1,,,,,,,,,1
adfgh,530000,0-499,1,1,0,,,,,,,,,1
adfgh,920000,800-899,3,2,1,,,,,,,,,1
adfgh,1202000,1000-1199,3,2,1,,,,,,,,,1
adfgh,785000,900-999,2,2,1,,,,,,,,,1
adfgh,538000,0-499,1,1,0,,,,,,,,,1
adfgh,740000,600-699,2,1,1,,,,,,,,,1
adfgh,645000,700-799,2,1,1,,,,,,,,,1
adfgh,818888,1000-1199,2,2,1,,,,,,,,,1
adfgh,663000,600-699,1,1,1,,,,,,,,,1
adfgh,608000,700-799,1,1,0,,,,,,,,,1
adfgh,738000,700-799,2,2,1,,,,,,,,,1
adfgh,737000,600-699,1,1,1,,,,,,,,,1
adfgh,2470000,1400-1599,2,2,2,,,,,,,,,1
adfgh,745000,600-699,1,1,1,,,,,,,,,1
adfgh,800000,900-999,2,2,1,,,,,,,,,1
adfgh,600000,600-699,1,1,1,,,,,,,,,1
adfgh,820000,800-899,2,2,1,,,,,,,,,1
adfgh,570000,500-599,1,1,0,,,,,,,,,1
adfgh,625000,600-699,1,1,1,,,,,,,,,1
adfgh,790000,1200-1399,2,2,1,,,,,,,,,1
adfgh,615888,600-699,1,1,0,,,,,,,,,1
adfgh,520000,500-599,1,1,0,,,,,,,,,1
adfgh,1045000,800-899,2,2,1,,,,,,,,,1
adfgh,630000,0-499,1,1,0,,,,,,,,,1
adfgh,1399999,1000-1199,1,2,1,,,,,,,,,1
adfgh,720000,800-899,2,2,1,,,,,,,,,1
adfgh,612000,600-699,1,1,1,,,,,,,,,1
adfgh,785000,500-599,1,1,0,,,,,,,,,1
adfgh,1060000,1200-1399,2,2,1,,,,,,,,,1
adfgh,578000,600-699,1,1,0,,,,,,,,,1
adfgh,460000,0-499,0,1,0,,,,,,,,,1
adfgh,495000,0-499,0,1,0,,,,,,,,,1
adfgh,605000,500-599,1,1,0,,,,,,,,,1
adfgh,630000,600-699,1,1,1,,,,,,,,,1
adfgh,980000,800-899,2,2,1,,,,,,,,,1
adfgh,1200000,900-999,2,2,1,,,,,,,,,1
adfgh,1425000,1000-1199,2,2,2,,,,,,,,,1
adfgh,1385000,1200-1399,2,3,1,,,,,,,,,1
adfgh,691000,600-699,1,1,1,,,,,,,,,1
adfgh,1080000,1000-1199,2,2,1,,,,,,,,,1
adfgh,657000,500-599,1,1,0,,,,,,,,,1
adfgh,827000,800-899,2,2,1,,,,,,,,,1
adfgh,852500,900-999,2,2,1,,,,,,,,,1
adfgh,585000,600-699,1,1,1,,,,,,,,,1
adfgh,605800,600-699,1,1,1,,,,,,,,,1
adfgh,578000,500-599,1,1,0,,,,,,,,,1
adfgh,571800,500-599,1,1,0,,,,,,,,,1
adfgh,589778,500-599,1,1,0,,,,,,,,,1
adfgh,592000,600-699,1,1,1,,,,,,,,,1
adfgh,750000,700-799,1,1,1,,,,,,,,,1
adfgh,620000,500-599,1,1,0,,,,,,,,,1
adfgh,618000,500-599,1,1,0,,,,,,,,,1
adfgh,1160000,1000-1199,2,2,1,,,,,,,,,1
adfgh,595000,600-699,1,1,1,,,,,,,,,1
adfgh,744000,800-899,1,1,1,,,,,,,,,1
adfgh,529000,600-699,1,1,0,,,,,,,,,1
adfgh,699900,600-699,1,1,0,,,,,,,,,1
adfgh,702800,600-699,1,1,0,,,,,,,,,1
adfgh,595000,0-499,1,1,0,,,,,,,,,1
adfgh,618000,500-599,1,1,1,,,,,,,,,1
